id,origin_user,origin,destination,flight_type,travel_date,overall_rating,review_text
40989,Desconocido,Athens,Barcelona,Europe,agosto de 2024,1,"Hello D6954KQcesarf,

We are very sorry to hear that your experience with us was not satisfactory. We value every comment and we are always looking to improve, so thank you for letting us know.

Please do not hesitate to contact us through our customer service channels, including social media, if you have any questions or issues.

Regards,
Noa"
40990,"Atenas, Grecia",Palma de Mallorca,Bilbao,Domestic,noviembre de 2024,1,"Compañía poco confiable. Dejé mi teléfono en un avión vacío, les informé en el autobús de tránsito, fue antes de 4 meses y no hay respuesta"
40991,Desconocido,Barcelona,Bilbao,Domestic,noviembre de 2024,1,"Hello GeorgeS4328,

We regret that your experience with Vueling didn't meet your expectations. Your feedback is valuable to us, as we work hard to improve our services continuously. If you have any questions about your lost item, please feel free to reach out to us via our support channels, including social media.

Best regards,
Noa"
40992,Desconocido,Barcelona,Rome,Europe,noviembre de 2024,1,La peor experiencia. Muchos de los quioscos de facturación de equipaje manual eran inoperables para empezar. Nuestro vuelo se retrasó dos veces antes de ser cancelado. Nos volvieron a reservar en un vuelo posterior que también se retrasó. Nos sentamos en el aeropuerto 8 horas extra después de todos los retrasos y cancelaciones. Llegué a Roma a las 2 am solo para averiguar que nuestro grupo de 7 personas estaban sin equipaje. No tienen ningún mecanismo de rastreo y ni idea de a dónde fue. Esta aerolínea es una broma.
40993,Desconocido,Palma de Mallorca,Seville,Domestic,noviembre de 2024,1,"Hello. We are sorry to hear that your experience with us was not satisfactory. We are always looking to improve, so thank you for letting us know. Please do not hesitate to contact us through our support channels, including social media, if you have any questions regarding your luggage. Kind regards, Lucas."
40994,Desconocido,Barcelona,Ibiza,Domestic,octubre de 2024,1,"Te cobran bien para llevar tu mascota en la cabina, pero luego el servicio es pésimo. Viendo que nuestra perrita estaba estresada, le pedí poder dejar el morro fuera del la bolsa para que respirara mejor. Nada, puede dar alergia a la gente...entonces no dejéis subir perros o gatos, porque aún en el transportin pueden dar alergia. Hay que aguantar gente maleducada y niños golpeando tu asiento pero el perro callado bajo el asiento, que has pagado muy bien...no puede ni sacar el morro para estar más tranquilo."
40995,Desconocido,Bilbao,Las Palmas de Gran Canaria,Domestic,noviembre de 2024,1,"Después de una cancelación por causas meteorológicas, que lo puedo comprender,  nos mandan a un hotel a 70km del aeropuerto del Prat. Al día siguiente el transfer que debe recogernos no puede venir por causas meteorológicas.  Esto también puedo comprenderlo, lo que me deja indignada es que nuestro vuelo salió,  con 3 horas de retraso, pero salió y la compañía nos deja tirados  sin ningún tipo de explicación ni solución. ¡  Con la cantidad de hoteles que hay en Barcelona ! Si hubiéramos estado dn la misma ciudad hubiera sido más fácil llegar al aeropuerto."
40996,Desconocido,La Coruna,London,Europe,noviembre de 2024,1,"En el día de hoy  4 de noviembre de 2024 nuestro vuelo con destino a Gran canaria realizando una escala en el aeropuerto  Barcelona ha sido cancelado . El motivo ha sido la inundación que ha sufrido dicho aeropuerto por las lluvias registradas el día de ayer .  
Han tenido que esperar hasta la hora en la que debía de haber salido el vuelo para cancelarlo cuando el vuelo anterior y varios desde el día de ayer habían sido cancelados . Con lo cual he perdido un día de mis vacaciones encerrado en un aeropuerto. 
Como sugerencia estaría bien que enviaran un correo informando sobre la situación antes de venir al aeropuerto y no cancelarlo en el último momento, pues ya se conocía el estado del aeropuerto de destino y que no se iba a poder solucionar en unas horas ....."
40997,Desconocido,Brussels,Valencia,Europe,noviembre de 2024,1,"Siempre que he volado con su compañía NUNCA ha salido a la hora prevista, además de ninguna información al respecto, solo un retraso de 15' pero llevamos más de una hora esperando, sin ninguna explicación"
40998,Desconocido,Seville,Palma de Mallorca,Domestic,noviembre de 2024,1,"Hoy teniamos un vuelo a las 9 de la mañana con vueling para ir de sevilla a mallorca, llegamos al aeropuerto a las 8 de la mañana y vemos que hay un retraso de 3 horas, esperamos pacientemente esas 3 horas, y cuando estaban embarcando esperamos sentados a que se terminara la fila, cuando entra la última persona nos acercamos al mostrador y la chica me dice que la puerta de embarque está cerrada, perdon? Llevo esperando 3 horas en la puerta de embarque y cuando voy a pasar me dice que no en toda nuestra cara, nos quedamos flipando y evidentemente abrimos la puerta y pasamos, a lo que ella viene corriendo detrás diciéndo que no vamos a subir a ese avion, en el avion solo habían subido una cuarta parte de la gente, de manera que estaba la mitad del avion en el pasillo, 3 horas señoras y señores, esperando en la puerta de embarque y por que a ella le a dado la gana no nos a dejado subir al avión y nos hemos quedado tirados en sevilla, sin habitación sin hotel sin hostal y sin nada, deberian de hacer una extrevista de calidad para contratar a sus empleados y no coger a la primera persona que aparece, JAMAS VOLVERE A CONTRATAR UN VIAJE CON USTEDES, y no den trabajo a personas que no tienen educación ni valores ni principios ni humanidad, sabiendo que llevabamos esperarando desde las 8 de la mañana, muy muy muy enfadada con la compañia y la chica del mostrador lo peor del mundo, espero que nos devuelvan el dinero de los 2 billetes y el de esta noche, tuvimos que comprar otro billete que no sale hasta las 10 de la noche y tuvimos que pagar un hotel para poder descansar ya que nos dejo en la calle, espero el dinero de mis 3 billetes de vuelta, y el dinero del hotel por supuesto que también"
40999,Desconocido,London,Paris,Europe,octubre de 2024,1,"¡Buenas noches, Xisca!
 
Gracias por invertir tu tiempo en contarnos tu experiencia con Vueling. Sentimos que esta no haya sido positiva. Por otro lado, hemos visto que nos has contactado por uno de nuestros canales de Atención al Cliente y que ya te hemos informado de cómo proceder según tu situación.

Esperamos que en tu próximo vuelo podamos estar a la altura de tus expectativas.   

Un saludo,

Marina."
41000,Desconocido,Barcelona,Florence,Europe,noviembre de 2024,4,"En primer lugar solo quiero decir, que salió bien, pero veo totalmente cómo la gente piensa que es una aerolínea horrible. Nuestro vuelo no se retrasó afortunadamente : ) , pero vi otros vuelos vueling a bordo se retrasó. . Tiempos tristes... De todos modos debo decir que el avión en sí era bastante agradable, especialmente teniendo en cuenta que solo era un A 320. La mesa corredera era buena, los asientos eran buenos, (mejor que Ryanair de todos modos) , el piso estaba un poco sucio pero al final del día, era de 80 por persona bruja es bastante exquisito 👌

Y tengo que decir que el aterrizaje fue mucho más suave que Ryanair. Definitivamente no mantequilla. Pero aún así. En total, 7. 5/10 muy sólido, pero sí veo cómo la gente lo odia. 
🍅🍅🍅🍅🍅🍅"
41001,Desconocido,Madrid,Lisbon,Europe,noviembre de 2024,3,"Hello! 

We are always happy to read positive comments such as yours. We are glad that we could offer you a great experience, we hope to do so again on your next flight. 

Thank you for your kind words, 

Marina."
41002,Desconocido,Rome,Barcelona,Europe,octubre de 2024,1,"He estado en varios países, Barcelona, París, Londres, Italia, utilizando esta aerolínea sin saber lo que realmente era! No tengo nada bueno que decir, todo es malo ... Los vuelos son tarde de 1 h a 1 hora y media, para hacer el check-in nadie te ayuda y si hay alguien ayudando, te tratan mal, super grosero. no tienen respeto por nada ni por nadie. no solo fue en un país en particular fue igual en todos los países. Por favor, si es tu primer viaje a Europa, nunca viajes en esta aerolínea, ¡es lo peor que he visto en mi vida!"
41003,Desconocido,Cardiff,Alicante,Europe,octubre de 2024,1,"Tenía 2 x 25 kg de equipaje de bodega y 40 x 30 x 20 equipajes de mano incluidos. No hay problema de Cardiff a Alicante con equipaje de mano, que cabe debajo del asiento. Sin embargo, al embarcar en Alicante me dijeron que tenía que pagar 60 euros por la maleta de mano que estaba por debajo de los 40 x 30 x 20 permitidos. Le expliqué que estaba incluido y encajaba debajo del asiento en el vuelo de ida. El personal de Vueling fue muy grosero y dijo que tenía que pagar o dejarlo atrás. Le expliqué que era una máquina cpap por razones médicas y si mi esposo no la usaba podía dejar de respirar. Dijeron de nuevo, paga o déjalo. Pedí hablar con un gerente y me dijeron que perdería el vuelo si lo hacía. De nuevo cerraron el lector de tarjetas delante de mí y dijeron que pagara. Los dos estábamos molestos, y siendo pensionistas ahora son 60 euros de su bolsillo lo que no debería haber sucedido ya que estaba incluido en la reserva. Estábamos estresados antes del vuelo de ida en el check-in cuando nos dijeron que el vuelo que pagamos, estábamos en espera ya que el vuelo estaba sobrecargado y solo podíamos volar si alguien no aparecía. Cobrar 60 euros por una maleta de mano que sabíamos que estaba debajo del asiento que estaba incluido en el vuelo de regreso es inaceptable."
41004,Desconocido,London,Barcelona,Europe,noviembre de 2024,1,"Hello Judith,

We are very sorry to hear that your experience with us was unsatisfactory, and that our staff made your trip difficult. We value every comment and are always looking to improve, so thank you for letting us know. Please do not hesitate to contact us through our customer service channels to resolve any queries or problems.

We hope to have the opportunity to improve on your next flight.

Best regards,

Marina."
41005,Desconocido,Santiago de Compostela,Tenerife,Domestic,noviembre de 2024,1,NO VUELE CON VUELING - SERVICIO AL CLIENTE ABSOLUTO CERO. UNA ESTRELLA ES DEMASIADO - NUNCA VOLVERÁ A VOLAR CON ELLOS Y DECIR A TODOS LOS DEMÁS NO TAMBIÉN. ¡EVITA!
41006,Desconocido,Barcelona,Malaga,Domestic,octubre de 2024,1,"Hello,

Thank you very much for your message. We deeply regret that we have not met the quality standards we strive to offer. We are at your disposal through our customer service channels to resolve any questions or problems that have been left pending.

We hope that in your next experience we can live up to your expectations.

Best regards,

Marina."
41007,"Berlín, Alemania",Amsterdam,Lisbon,Europe,mayo de 2024,1,"Absolutamente horrible, servicio despreciable. Traté de alcanzarlos durante 2 horas para manejar la bolsa dañada. No pude poner al empleado de servicio en línea. El sistema de voz automatizado en el teléfono no funciona, no se conecta al empleado. En un vuelo diferente se le negó el embarque a pesar de haber sido facturado. Ofrecí alternativa al día siguiente con escala. La compañía rechazó la devolución de dinero o compensación y no fue contactada por teléfono; no reaccionó a correos electrónicos o cartas. Desprecio a esta empresa y voy a lanzar una parte el día que finalmente se declaren en quiebra. ¡Evita evitar evitar!"
41008,Desconocido,Barcelona,London,Europe,octubre de 2024,1,"Hello Tomkla,
We are sorry for the lack of communication and confusion regarding your situation.
We invite you to contact us through any of our social media, where we can check your PIR and inform you about how to make a claim.
We remain at your disposal.
Kind regards, Alicia."
41009,Desconocido,Barcelona,Athens,Europe,octubre de 2024,1,"La peor aerolínea que he usado. No pude hacer la verificación -en línea porque mi nacionalidad no estaba en la lista de verificación- en línea, incluso si no era la primera vez que volaba de España al Reino Unido con un pasaporte rumano. Tuve que hacer la comprobación en el aeropuerto. Me dan a mí, a mi marido y a mis hijos de 5 y 6 años diferentes asientos. ¿Cómo pueden pensar que un niño de 5 años puede sentarse en un avión? Esto es ridículo. Fue muy difícil intercambiar los asientos porque algunos pasajeros se negaron a moverse. Mis hijos comenzaron a llorar pensando que tendrían que sentarse separados de
nosotros. No lo recomiendo si viajas con niños. Nunca había pasado en ninguna empresa hasta ahora para separar a los niños de sus padres."
41010,Desconocido,Cairo,Paris,International,octubre de 2024,1,"Hello,
We are very sorry to hear that your experience with us was unsatisfactory. We value every comment and are always looking to improve, so thank you for letting us know. Please do not hesitate to contact us through our customer service channels to resolve any queries or problems.
We hope to have the opportunity to improve on your next flight.
Best regards,
Emma."
41011,Desconocido,London,Barcelona,Europe,octubre de 2024,1,Rompí mi equipaje. Claramente ha sido arrojado. Asegúrese de tener un seguro de viaje o presentar una reclamación antes de salir del aeropuerto: la compañía no tramitará su queja si ha salido del área de equipaje.
41012,Desconocido,Florence,Barcelona,Europe,octubre de 2024,1,"Perdí este vuelo desde que abordó una hora antes del despegue. Y, por supuesto, no hay nadie en el lugar para asistir o responder una llamada telefónica. Tuve que volver a reservar al día siguiente. Ahora lo sé. Este vuelo abordó temprano para cargar pasajeros en varios autobuses. Luego espere 30 minutos para transportarlo al jet. Luego sube al jet y siéntate en la pista esperando el despegue. ¡Estas aerolíneas europeas de costa baja apestan!"
41013,Desconocido,Barcelona,Santa Cruz de la Palma,Domestic,octubre de 2024,1,"Hello rdevarga,

Thank you for sharing your experience with us. We are sorry to hear that it was not what you expected, and that it was hard for you to get in touch with us to solve the issue, as well as late buses. At Vueling, we work very hard to maintain a quality service and we are sorry that this time we didn't live up to it.

If you’d like, our customer service team is here to assist you through our support channels, including social media, with anything you may need. We look forward to seeing you soon and delivering an even better experience.

Regards,
Noa"
41014,Desconocido,Rome,Barcelona,Europe,octubre de 2024,1,"Vueling ha perdido mi equipaje facturado. Han pasado 21 días (la legislación de la UE considera que está totalmente perdida). 

Así que los estados: 
 1 . No se encuentra
 2 . Obtener una alerta de que se encuentra
 3 . 5 días después - el equipaje no se entrega. Así que llamo - y dicen perdón en realidad NO ENCONTRADO. 
 4 . Muy bien, esperando 2 semanas más. 

Intenté escribir emails - sin respuesta. Intenté escribir en el sistema interno - sin respuesta. 

Intenté llamar al servicio al cliente 15 veces. Es tan automatizado que es literalmente imposible llegar a un agente en vivo, es un robot diciendo 2 - 3 opciones y luego cortándote! ! ! ! ! ! ! ! ! ! 

Max enojado debido a esto. No por el hecho de que lo hayan perdido, pero simplemente NO LES IMPORTA. 

Además, todos ""parecen ser tan agradables al respecto"" pero nadie realmente ayuda. 

Ahora, si hay una respuesta a esto, ahorra tus buenas intenciones y ayuda a resolver este número de caso: SPCVY 10019 (llámame, consígueme confirmación de que se ha perdido, etc) ."
41015,Desconocido,Rome,Paris,Europe,octubre de 2024,1,"Hello 871arturass,
We are sorry for the troubles and misunderstandings.
Please do not hesitate to reach to us through any of our contact channels, so we can check your case and find a solution.
We wish to offer you a better experience on your next flight.
Kind regards, Alicia."
41016,Desconocido,Palma de Mallorca,Malaga,Domestic,octubre de 2024,1,"Evitar a toda costa a estos estafadores, lo pido encarecidamente al que esté leyendo esto, no es una reseña en caliente y rencorosa, es totalmente objetiva. EVITAR ESTA COMPAÑIA DE ESTAFADORES."
41017,Desconocido,Barcelona,Banjul,International,septiembre de 2024,1,"Si pudiera irme - 5 estrellas lo haría. Nunca en mi vida me encontré con una tripulación aérea tan grosera, irrespetuosa y racista. Mi familia y yo volamos una vez al mes y hemos utilizado muchas aerolíneas diferentes, pero esta experiencia fue impactante. Estábamos con 2 niños pequeños que se portaron muy bien para su edad. No lloraron ni causaron ningún problema. Simplemente jugaban en los iPads y dibujaban en sus libros. Pensé que todo iba hasta que la española sentada detrás de mí se quejó a la tripulación de que mi hija estaba hablando... sí hablando. No llorando. No gritando. Hablando. La mujer detrás de mí dijo “controlarla” sobre mi hija. La tripulación también siendo española se puso de su lado. La tripulación masculina se subió a la mía y mis compañeros se enfrentan tratando de intimidarnos, luego nos proporcionaron una advertencia por escrito del piloto por perturbar el avión. Ten en cuenta que mi hija simplemente me hablaba. La tripulación tuvo el descaro de llamar a la policía de Gambia para que nos escoltara fuera del avión. Una vez que llegamos a la comisaría dijeron “tenemos este tipo de llamadas de vueling todo el tiempo, sabemos que son racistas. Eres libre de irte” 
Nunca en mi vida volveré a pisar un vuelo de Vueling ni yo ni mi familia. 
ALEJARSE❌"
41018,Desconocido,London,Rome,Europe,octubre de 2024,1,"Horrenda experiencia con Vueling que ha arruinado nuestra luna de miel y nos ha obligado a cancelar todo el viaje con algún gasto. Nuestro vuelo a Roma fue cancelado mientras pasábamos por seguridad sin previo aviso y sin razón alguna. 

El vuelo ya se había trasladado a un momento ligeramente posterior unas semanas antes, sin más advertencia que un cambio de estado dentro de la aplicación. Las alarmas deberían haber sonado entonces, pero estaba dispuesto a darles una oportunidad. 

El personal del mostrador no tenía información, y la única comunicación que recibí fue la oferta de un nuevo vuelo programado para dos días después a través de la aplicación, que ahora he rechazado y solicitado un reembolso. 

Las líneas telefónicas son una pérdida de tiempo. No se puede hablar con nadie y la respuesta automatizada no sirve de nada. 

El espantoso nivel de servicio, junto con la falta de comunicación adecuada y la frecuencia de cancelaciones, solo puede llevar a la conclusión de que toda la organización es una estafa. 

Yo diría que no vuelen con Vueling, pero ni siquiera he tenido la oportunidad debido a su propia incompetencia. Así que en su lugar diré esto. 

Si alguien considera reservar con Vueling le aconsejaría que pague más por una aerolínea genuina y legítima, o que simplemente no se moleste."
41019,Desconocido,Vienna,Barcelona,Europe,octubre de 2024,1,"Hello  ashleybA4199VA,

Thank you very much for your message and for telling us what happened. We are very sorry to hear about your comments. We deeply regret that this time we have not met the quality standards we strive to offer and we are also sorry to hear that your flight was affected by a cancellation. 

We are at your disposal through our customer service channels, including social media, to resolve any questions or problems that have been left pending. We hope that in your next experience we can live up to your expectations.

Regards, 
Noa"
41020,Desconocido,London,Rome,Europe,octubre de 2024,1,"2 horas de retraso del vuelo. Estuvimos dentro del avion sin volar. 
Llegamos a Bcn y estamos  30 min dentro del avion sin salir aun. Pesimo servicio!!!! un desastre total."
41021,Desconocido,Lisbon,Bilbao,Europe,noviembre de 2023,1,"So. Volando a Roma. Fue reservado en British Airways pero terminó en Vuelng de alguna manera. Debe ser una compañía hermana. ¡El peor! Nuestros asientos se inclinaron para que te deslizaras hacia adelante. No podía sentarme erguida, así que mi espalda me estaba matando. Las rodillas golpearon el asiento. Muchos asientos no se mantenían erguidos, así que el que estaba delante de mí se inclinaba hacia atrás. Comenzaron a entregar bebidas y luego se detuvieron 1/4 de camino hacia abajo. Nunca terminó. Mantuvo el cartel del cinturón de seguridad en todo el viaje y si te levantabas para usar el baño te saludaban de vuelta a tu asiento y te decían que te sentaras. Hace que West Jet y Air Canada se vean increíbles. Dos horas y media de vuelo y ni siquiera recibió un vaso de agua. Luego llegamos a la terminal equivocada desde donde debíamos llegar con British Air, y donde estaba nuestro taxi, así que fue todo un calvario localizarlo."
41022,"Seattle, Washington",Barcelona,London,Europe,octubre de 2024,2,"Si pagas por el embarque premium en la primera fila, todavía necesitas esperar en la fila. A pesar de anunciarse como sin necesidad de esperar en la cola. Debido a nuestro vuelo tardío, esperamos 50 minutos en línea sin información disponible sobre el retraso. Si no espera en la fila, no espere espacio para su maleta... porque aunque la aerolínea vendió el espacio para usted, no le ahorrará espacio. E incluso si esperas en la fila, espera ser prácticamente atropellado por un 20 algo de carreras para encontrar espacio disponible en la parte superior. Los viajeros frecuentes me dijeron que esta aerolínea -e ibérica- llevan habitualmente entre media hora y una hora de retraso. El personal era encantador. El problema parece ser que la aerolínea rara vez llegará a tiempo y tendrás que pasar mucho tiempo en la fila, pase lo que pase. 

Mi primera vez en esta aerolínea fue genial. Los siguientes dos viajes fueron muy decepcionantes."
41023,Desconocido,Barcelona,Amman,International,septiembre de 2024,2,"Hello, thank you for sharing your experience with us. We are sorry to hear that it didn't go the way you expected it to. At Vueling, we work very hard to maintain a quality service and we are sorry that this time we didn't live up to it. Please feel free to contact us through our customer service channels, including social media, to help you with whatever you need. We hope to see you soon and provide you with a better experience. Best regards, Leyla"
41024,Desconocido,Bilbao,Rome,Europe,octubre de 2024,1,"No existe servicio al cliente. 
Mi vuelo fue cancelado sin ofrecer una alternativa. Ellos envían el dinero en una especie de ""cartera"" y yo sólo lo quiero de vuelta en la cuenta mh. Después de eso he llamado, enviado por correo y abierto dos tickets ang Nunca supe de entonces. 

Correo: sin respuesta

Teléfono: solo robot que no recibe el 
problema y me envía de vuelta a la aplicación 

App: no consigue el problema y me reenvía a la página web 

Ticket: dos tickets abiertos desde hace meses, pero además del correo de confirmación, nunca he tenido noticias

Simplemente no utilice Vueling si tiene alternativas. No es el primer problema que tuve y parece que es su modelo de negocio."
41025,Desconocido,Barcelona,Tenerife,Domestic,octubre de 2024,1,"Hello,

Thank you for sharing your experience with us. We are sorry to hear that it was not what you expected, and that it was hard for you to get in touch with us to solve the issue. At Vueling, we work very hard to maintain a quality service and I'm sorry that this time we didn't live up to it. 

If you feel like it, we are available through our customer service channels, including social media, to help you with whatever you need.

We hope to see you soon and provide you with a better experience.

Best regards,
Marina"
41026,Desconocido,Barcelona,Seville,Domestic,octubre de 2024,1,"Esta aerolínea es un desastre. Evitar a toda costa. Nuestros ""billetes baratos"" se convirtieron en un desastre después de pagar por CADA ETAPA de nuestro viaje a España por tarifas de equipaje de 420 euros. En Barcelona nos pillaron por 60 Euros cada uno por mochilas que ""no cabían debajo de los asientos"". Mucho menos costoso haber volado una aerolínea real. Nuestras tarifas de equipaje fueron más del doble del costo de los boletos en sí."
41027,Desconocido,Barcelona,Nice,Europe,septiembre de 2024,1,"Peor compañía aérea, mi experiencia y la de mis vecinos y también las que vemos aquí publicadas, son unánimes: te cancelan el vuelo sin motivo y no te reembolsan, durante una escala lejos de casa. Esta es una situación insoportable para ti. , hay que esperar a que salgan otras compañías y por supuesto pagas un billete mucho más caro porque no hay antelación. Nunca volveré a volar con esta compañía y haré mala publicidad toda mi vida en todas las redes sociales."
41028,"París, Francia",Paris,Barcelona,Europe,octubre de 2024,1,"Realmente terrible experiencia con Vueling. Después de pagar por adelantado por nuestros boletos más dos maletas facturadas, llegamos a Orly y nos dijeron que nuestras dos maletas medianas ""excedían los límites de peso"" y nos cobraron casi $ 250. 00 por peso excesivo de bolsas. Nunca vueles Vueling de nuevo."
41029,Desconocido,Seville,Bilbao,Domestic,octubre de 2024,1,Retrasado. En la cola la gente mencionaba que siempre llegan tarde. Los últimos 6 vuelos con ellos tarde o cancelados. Desastre total
41030,Desconocido,Seville,Barcelona,Domestic,octubre de 2024,1,"Nunca he tenido un viaje de regreso por la noche con esta compañía que NO llegó tarde. 
Además, todas las compañías que pueden ayudarte a cobrar una indemnización, no aceptan reclamaciones de clientes de Vueling, ya que la mencionada compañía NUNCA devuelve nada. Eso me pasó 5 veces, y una vez me hicieron celebrar el año nuevo en el avión."
41031,Desconocido,Barcelona,Madrid,Domestic,octubre de 2024,2,"Hello  GiacomomZ7049VY,
We are sorry to read about the issues encountered during your experiences with us. We will work hard to prevent this from happening again.
In case of assistance needed, we invite you to get in touch with us through any of our contact channels.
We hope to offer you a better experiencfe on your next flight.
Kind regards, Alicia."
41032,Desconocido,Alicante,Bergen,Europe,octubre de 2024,1,"El pasado 19 de octubre tenia que viajar a Bergen por trabajo. Cogí a través de edreams unos vuelos con escala. Estos eran de Alicante a Barcelona, Barcelona Oslo y Oslo Bergen. Estos dos primeros con Vueling. El primer vuelo salía a las 6:50h por lo que yo a las 5:15 ya me encontraba en el aeropuerto. A las 6:30 me informan de que el vuelo se va a retrasar 5h. Me dirijo al puesto de Vueling del aeropuerto y solo me dicen que ahí solo se hace el check in, que no pueden ofrecerme ayuda ni información. Que intente en Iberia. Me dirijo a Iberia y dicen que si lo cogi a través de otra agencia que tengo que ponerme en contacto con ellos, que Vueling no puede hacer nada. Llamo a edreams y me dicen que tengo que contactar con Vueling ya que son los responsables del retraso. Este retraso me suponía la perdida del vuelo de conexion de Barcelona a Oslo y por tanto el coger el siguiente avión de Oslo a Bergen. Asi que decido coger por mi parte un nuevo vuelo de alicante a Bergen. Cuando he vuelto de mi viaje me he encontrado que no hay modo de contactar con Vueling si no es a través de un contestador automático que te rediríge todo el rato a la web, o en la web con otro contestador automático al cual no puedes explicarle tu situación y ni añadir mas información de la mínima que te piden. Solo te dan la opción de la compensacion por retraso que no me da ni para cubrir gastos. Un autentico desastre de compañía. No volverá a coger ni un vuelo mas con ellos nunca."
41033,"Wynnewood, Pensilvania",Palma de Mallorca,Barcelona,Domestic,septiembre de 2024,1,"Tengo que decir que esta es la aerolínea más desorganizada en la que he viajado y he viajado mucho! 
Perdieron tanto el equipaje mío como el de mis amigos en ambas direcciones. Los perdidos en el camino fueron entregados al día siguiente, sin embargo, los que estaban en el camino de regreso fue una historia diferente. Todavía MIA. Regresé a casa el 9 / 23 / 24 y aunque me notificaron repetidamente desde el aeropuerto que tenían mi equipaje, Vueling todavía dice que no lo pueden encontrar. La de mi amigo fue entregada la semana pasada, pero la mía no se encuentra por ningún lado. No hay duda de que está ahí porque 3 personas se pusieron en contacto conmigo y me enviaron fotos diciendo que faltaba la suya y ya que la mía estaba allí, ¿era posible que tomara la suya. Vueling no ha sido útil y hemos estado enviando correos electrónicos todos los días. Seriamente frustrante. Si decide usar esta aerolínea, le sugiero seriamente que no revise una maleta."
41034,"Metz, Francia",Valencia,Paris,Europe,octubre de 2024,2,Pesima atencion del personal que pide pasaporte y tiquete. Muy grosera la persona que solo queria cobrar las maletas. Llevaba un morral y me hizo pagar 60€ ( eramos 2 personas) quiere decir que pagamos 120€; me Di cuento que cobra maletas a extranjeros porque pasaron muchas personas con morales mas grandes y no dijo nada. Para terminar el avion IBA con muchos puestos vacios. Récupération la plata de los billets con el cobro de maletas extra
41035,"Barcelona, España",Barcelona,Berlin,Europe,octubre de 2024,1,"Pésimo servicio. Nos cambian el vuelo sin más, nosotros perdemos un día entero en un viaje corto. Además, habíamos reservado con antelación los asientos pagando demás en las primeras filas por pánico de avión. Al cambiarnos de avión y aceptando su propuesta, nos cambian los asientos a las filas de atrás. No hay manera de hablar con una agente por teléfono, hemos llamado muchas muchas veces y es imposible, solamente atiende una máquina. No nos hacen ningún gesto comercial, ni nos devuelven la diferencia de precio de la fila delantera a la fila trasera. Una vergüenza y cada vez peor su servicio al cliente. No se entiende como este tipo de servicio puede ser permitido. El cliente no tiene ayuda con vueling, ni mucho menos voz."
41036,Desconocido,Split,Rome,Europe,octubre de 2024,2,"Horrible en todos los sentidos. Avoid. Siempre tarde lo descubro. Los porteros son peores que horribles. Supongo que tratar día tras día con clientes insatisfechos 
AVOID"
41037,Desconocido,Paris,Bologna,Europe,octubre de 2024,1,"Reservas un vuelo, y tienes derecho a cambiarlo en un plazo de 24 horas, pero las todas las opciones de vuelos desaparecen (como por arte de magia) , por lo que ya no puedes cambiarlo. 
El servicio al cliente es inexistente. 
Conclusión: te venden grandes estafas"
41038,Desconocido,Paris,Barcelona,Europe,octubre de 2024,1,"Hello X2942ROchiarad,

Thank you for reaching out and sharing your experience with us. We sincerely apologize for not meeting the quality standards we strive for this time. If you have any questions or unresolved matters, our support channels, including social media, are available to assist you.

We hope to offer you a much better experience in the future.

Best regards,
Noa"
41039,Desconocido,Palma de Mallorca,Valencia,Domestic,octubre de 2024,1,"Pésimo pésimo servicio. Las Cabinas de los aviones están anticuadas.
Están abandonando la compañía, se ve demasiado el recorte de gastos."
41040,Desconocido,Paris,Milan,Europe,octubre de 2024,1,"Ha sido pésimo: fuimos a Valencia, se nos iba el avión, no teniamos el Certificado de Recidencia y nos hicieron pagar un montón de euros más  SOLO por eso y más encima, se fue el vuelo.
Decidimos cojer el avión de las 20:15. tuvímos que pagar más.
A la vuelta hubo overbooking y no pudimos pasar a nuestro vuelo de vuelta y  el proximo ya era al dia siguiente.
terminamos saliendo de Mallorca más tarde y regresano al dia siguiente.
No lo recomiendo, elijan otra compañía por que de esta no se puede uno fiar."
41041,Desconocido,Paris,Barcelona,Europe,octubre de 2024,1,¡EVITA EL VUELING A TODA COSTA! PERDIERON LAS MALETAS DE TODOS LOS PASAJEROS EN EL VUELO DE PARÍS A MILÁN PORQUE NUNCA LOS SUBIERON AL AVIÓN. TODOS LOS PASAJEROS ESTUVIERON SIN MALETA DURANTE CASI UNA SEMANA NOS DIJERON QUE ENVIÁRAMOS RECIBOS POR SUSTITUCIÓN DE ARTÍCULOS ESENCIALES EN MI CASO ERAN 445 EUROS POR PRODUCTOS DE HIGIENE ROPA INTERIOR CALCETINES CAMISAS ETC VUELING RESPONDIÓ CON 150 EUROS NADIE EN VUELING EL DÍA DE LA INCIDENCIA O CUALQUIER DÍA MENCIONÓ POSTERIORMENTE UNA LIMITACIÓN DE 150 EUROS ESTA INFORMACIÓN NO APARECE EN SU PÁGINA WEB SOLO DICE ENVIAR RECIBOS AHORA ESTOY DE BOLSILLO 300 EUROS EVITAR! ¡EVITA! ¡EVITA!
41042,Desconocido,Barcelona,Ibiza,Domestic,octubre de 2024,1,La peor compañía que he volado nunca! Me han echo cobrar un equipaje de mano y encima me la bajan a la bodega para tenerme que esperar allí mas! Aparte no aceptan efectivo para pagar.
